iter	RMSE
461	251.1207338
462	250.7018217
463	250.3062155
464	249.9204834
465	249.6745145
466	249.1373338
467	248.5296722
468	248.2480797
469	247.921186
470	247.6858121
471	247.5945672
472	247.1450382
473	246.9698312
474	246.5131831
475	246.3544159
476	245.802984
477	245.4545303
478	244.9873553
479	244.3696722
480	243.8600739
481	243.4295055
482	242.94354
483	242.6932227
484	242.298971
485	241.8989062
486	241.6211785
487	241.277751
488	240.9859955
489	240.6812289
490	240.1369293
491	240.0531916
492	239.8791726
493	239.5456587
494	239.3101335
495	238.9801517
496	238.5571287
497	238.2357249
498	237.9127959
499	237.6145161
500	237.4112765
501	237.105213
502	236.8751385
503	236.401651
504	235.8263672
505	235.3125855
506	234.9193776
507	234.4598643
508	234.1083728
509	233.975527
510	233.8797962
511	233.3366272
512	233.150551
513	232.7738455
514	232.4350892
515	231.8546862
516	231.5903431
517	231.2910063
518	230.7824008
519	230.6989837
520	230.5030978
521	229.937077
522	229.6049155
523	229.4714968
524	229.1685248
525	229.0910438
526	228.8728655
527	228.2995468
528	228.1783973
529	228.1227826
530	227.7700091
531	227.3712658
532	227.0699742
533	226.6223504
534	226.2736879
535	226.0190167
536	225.6211293
537	225.3538107
538	225.1548878
539	225.1100115
540	224.8589564
541	224.6291654
542	224.0664746
543	223.559402
544	223.0472764
545	222.7133153
546	222.3413305
547	222.2854383
548	222.1722426
549	221.8379737
550	221.5045825
551	221.0534906
552	220.7124612
553	220.5170764
554	220.2830806
555	220.0358803
556	219.6975672
557	219.5067933
558	219.0175503
559	218.6485111
560	218.1751355
561	217.8257347
562	217.5116366
563	217.1153835
564	216.643443
565	216.3274192
566	216.0530834
567	215.9949538
568	215.6070429
569	215.1181424
570	214.8692289
571	214.6174449
572	214.3243558
573	214.0563872
574	213.8304262
575	213.4966987
576	213.0600274
577	212.6135468
578	212.2914919
579	211.8567059
580	211.5877048
581	211.1806029
582	211.0043834
583	210.7865188
584	210.6212999
585	210.222314
586	209.9396889
587	209.7903249
588	209.7216743
589	209.4972125
590	209.1198713
591	208.9975657
592	208.6667609
593	208.256663
594	207.9564824
595	207.4450816
596	207.139089
597	206.9853304
598	206.6408571
599	206.438198
600	206.1273211
601	205.9272387
602	205.6461778
603	205.3248263
604	205.1063939
605	204.9109852
606	204.6236003
607	204.2023447
608	203.9030667
609	203.6587321
610	203.4175411
611	203.3708777
612	202.9727925
613	202.6151314
614	202.4232523
615	202.3778692
616	201.9532594
617	201.7137249
618	201.5225864
619	201.1075494
620	200.9250049
621	200.6646502
622	200.6191018
623	200.324352
624	200.0834348
625	199.6718556
626	199.4474607
627	199.1237039
628	198.9163817
629	198.8746741
630	198.5543497
631	198.1310694
632	197.8431719
633	197.4723478
634	197.252765
635	197.1733691
636	196.7324518
637	196.3535996
638	196.1544111
639	195.8928061
640	195.5229839
641	195.3757905
642	195.1230636
643	194.9642988
644	194.7066478
645	194.3737489
646	193.9930873
647	193.8065251
648	193.5753261
649	193.2923045
650	193.0965474
651	192.8427034
652	192.6060609
653	192.2421804
654	191.8850548
655	191.5124448
656	191.3082024
657	191.1804919
658	191.0595674
659	190.7678166
660	190.5250667
661	190.3229182
662	190.0135095
663	189.7732439
664	189.6105082
665	189.4462396
666	189.1906131
667	188.9484269
668	188.7196277
669	188.354221
670	187.9925423
671	187.9547145
672	187.6430371
673	187.4195747
674	187.2788959
675	187.0776151
676	186.7753542
677	186.5296133
678	186.3236133
679	186.0680659
680	185.8278172
681	185.4638206
682	185.2660606
683	184.9096211
684	184.7718296
685	184.5801946
686	184.2907887
687	184.0112405
688	183.8614971
689	183.7851003
690	183.6312001
691	183.4807854
692	183.3533669
693	183.023728
694	182.9885282
695	182.8312858
696	182.5889317
697	182.4045316
698	182.0510611
699	181.7370561
700	181.3500366
701	181.0615069
702	180.9084699
703	180.6111533
704	180.3938504
705	180.1098476
706	179.9209222
707	179.5894504
708	179.352759
709	179.2080588
710	179.0708449
711	179.0245215
712	178.7455286
713	178.4517272
714	178.1983631
715	177.9300684
716	177.7223589
717	177.5981091
718	177.2523176
719	176.9268239
720	176.7048197
721	176.5450039
722	176.2902551
723	175.9837105
724	175.8040836
725	175.658588
726	175.4568595
727	175.3343885
728	175.1860768
729	175.0338748
730	174.7102854
731	174.4939218
732	174.2627763
733	173.9634389
734	173.6818197
735	173.4098354
736	173.2375833
737	172.9502382
738	172.7754302
739	172.6295334
740	172.5171547
741	172.3816982
742	172.0762011
743	171.8839294
744	171.5802698
745	171.4593557
746	171.3766263
747	171.0968347
748	170.899178
749	170.5598324
750	170.42923
751	170.3187668
752	170.2027057
753	170.0991256
754	169.9005183
755	169.8024382
756	169.6127053
757	169.5004107
758	169.2303659
759	169.1031156
760	168.9783604
761	168.7145957
762	168.4337144
763	168.1439148
764	167.8174879
765	167.5716815
766	167.3653309
767	167.124028
768	166.9972052
769	166.7262222
770	166.6301698
771	166.338486
772	166.0793416
773	165.8208489
774	165.6127647
775	165.3843029
776	165.1319518
777	164.888789
778	164.7693165
779	164.6037242
780	164.37808
781	164.1509279
782	163.9299523
783	163.6967306
784	163.5246507
785	163.2628511
786	163.1206476
787	162.8312329
788	162.5945046
789	162.4333211
790	162.2046128
791	162.029887
792	161.9293974
793	161.6837362
794	161.5911724
795	161.5292293
796	161.4215271
797	161.3711209
798	161.1720862
799	161.0280391
800	160.7614483
801	160.605459
802	160.489733
803	160.3107664
804	160.1305178
805	159.9860149
806	159.7101833
807	159.4800848
808	159.2824118
809	158.9947133
810	158.8282163
811	158.549762
812	158.3366145
813	158.1218738
814	157.8543404
815	157.7775857
816	157.7507622
817	157.5361251
818	157.2963956
819	157.0695534
820	156.9437723
821	156.7298483
822	156.6061463
823	156.3531773
824	156.1381546
825	156.0152067
826	155.8559524
827	155.6013648
828	155.3538076
829	155.1887441
830	155.0988607
831	155.0361849
832	154.9388926
833	154.7560383
834	154.6719742
835	154.526991
836	154.286686
837	154.025324
838	153.7736361
839	153.6675395
840	153.5694553
841	153.3589421
842	153.2593137
843	153.0838627
844	152.9571449
845	152.7009703
846	152.5429578
847	152.3596034
848	152.097432
849	151.8801284
850	151.7844293
851	151.7446137
852	151.5726316
853	151.4773726
854	151.3661548
855	151.2615902
856	151.023601
857	150.7840152
858	150.6622193
859	150.4661664
860	150.2925317
861	150.1582604
862	150.0560073
863	149.9315135
864	149.8315573
865	149.6266484
866	149.5134916
867	149.4713837
868	149.2076821
869	149.0544041
870	148.9686907
871	148.7328833
872	148.5096464
873	148.3343508
874	148.0962663
875	147.9026844
876	147.8148083
877	147.6514157
878	147.5559992
879	147.302487
880	147.0569972
881	146.8917373
882	146.6502309
883	146.4511176
884	146.291892
885	146.0780212
886	146.0043755
887	145.9189781
888	145.8295676
889	145.6644802
890	145.6214956
891	145.5242175
892	145.3115533
893	145.1737823
894	144.9416147
895	144.8054993
896	144.7145123
897	144.6202982
898	144.4244826
899	144.2111568
900	144.0200702
901	143.8911671
902	143.8187085
903	143.6203877
904	143.505916
905	143.2933554
906	143.1493916
907	142.9698362
908	142.9459733
909	142.9171645
910	142.8020838
911	142.663885
912	142.4985529
913	142.3958077
914	142.198658
915	142.0107791
916	141.8401143
917	141.7178379
918	141.5268746
919	141.3056804
920	141.1208608
921	140.9111093
922	140.7217135
923	140.5792836
924	140.4416896
925	140.2395949
926	140.050711
927	139.9311213
928	139.8251103
929	139.6615513
930	139.517151
931	139.4691826
932	139.2918178
933	139.0927462
934	138.9307411
935	138.8807136
936	138.7505266
937	138.617266
938	138.4868138
939	138.3940833
940	138.2591426
941	138.071941
942	137.8567478
943	137.723706
944	137.5396177
945	137.3730572
946	137.2848666
947	137.0831639
948	136.9685377
949	136.8379412
950	136.7464756
951	136.5983217
952	136.5338756
953	136.4096399
954	136.2318219
955	136.0725185
956	135.9101439
957	135.8453417
958	135.6533333
959	135.4773146
960	135.3248423
961	135.1816237
962	135.0577984
963	134.8977384
964	134.6965059
965	134.5945637
966	134.3994046
967	134.234312
968	134.1243924
969	133.9236179
970	133.8226116
971	133.7700788
972	133.5774087
973	133.429332
974	133.2605709
975	133.0876851
976	132.9175122
977	132.782221
978	132.6191555
979	132.4367158
980	132.3475493
981	132.1690984
982	131.9931363
983	131.8119738
984	131.7416675
985	131.6445604
986	131.5379501
987	131.4329526
988	131.3117998
989	131.1706102
990	130.9829517
991	130.8805401
992	130.8104101
993	130.651608
994	130.489879
995	130.3161453
996	130.164637
997	130.1256121
998	129.9594858
999	129.8389208
